job_id,title,seniority,company,industry,location,posted_date,source,is_ghost,ghost_probability,bhas_score,risk_tier,listing_age_days,listing_longevity_ratio,salary_missing,repost_count,role_recycling_score,hiring_velocity,open_close_ratio
80F398AF,Financial Analyst,Principal,Forge Partners,Manufacturing,"Boston, MA",31-01-2026,synthetic,0,0.0736,92.6,Low Risk,0.0741758241758241,0.07417541661859,0.0,0.0,0.2953295329532953,0.2442105263157895,0.0072274839170836
5.03E+06,QA Engineer,Senior,Pinnacle Technologies,Retail,"Dallas, TX",08-09-2025,synthetic,1,1.0,0.0,Ghost,0.4725274725274725,0.4725303707122489,1.0,0.5,0.9535953595359536,0.4547368421052631,0.4996426018584703
D9AEBEB3,Sales Executive,Director,Neon Ventures,Retail,"Boston, MA",30-01-2026,synthetic,0,0.0312,96.9,Low Risk,0.0769230769230769,0.0769281487464354,0.0,0.0833333333333333,0.3153315331533153,0.0863157894736841,0.0037526804860614
6E7B4946,Frontend Developer,Senior,Helix Labs,Media,"Atlanta, GA",12-02-2026,synthetic,0,0.359,64.1,Moderate Risk,0.0412087912087912,0.0412085647881055,1.0,0.0833333333333333,0.3077307730773077,0.2799999999999999,0.0093370264474624
64CF3A32,HR Generalist,Senior,Helix Global,Finance,"Chicago, IL",28-11-2025,synthetic,1,0.9464,5.4,Ghost,0.25,0.2500041208564788,0.0,0.9166666666666666,0.9137913791379136,0.8757894736842106,0.1154395997140814
0F6E6451,Data Engineer,Junior,Jade Ventures,Retail,"San Francisco, CA",14-02-2026,synthetic,0,0.1391,86.1,Low Risk,0.0357142857142857,0.0357195839583299,0.0,0.0833333333333333,0.0007000700070007,0.1221052631578947,0.0033059328091493
4F200B19,Site Reliability Engineer,Intern,Zenith Studio,Consulting,"Dallas, TX",02-02-2026,synthetic,0,0.4322,56.8,Moderate Risk,0.0686813186813186,0.0686864357888143,1.0,0.0,0.0083008300830083,0.2442105263157895,0.0052421372408863
FAFDF785,Data Analyst,Senior,Axiom Works,Logistics,"Atlanta, GA",01-03-2025,synthetic,1,0.9337,6.6,Ghost,0.9972527472527472,0.9972472678721548,0.0,0.3333333333333333,0.9513951395139514,0.2273684210526315,0.0662973552537526
0A78D4AC,ML Engineer,Intern,Ionic Analytics,Manufacturing,"Atlanta, GA",09-08-2025,synthetic,1,1.0,0.0,Ghost,0.554945054945055,0.5549475002884601,1.0,0.5833333333333333,0.6635663566356634,0.4905263157894736,0.0662973552537526
F35A9EB9,Sales Executive,Junior,Drift Networks,Healthcare,"Austin, TX",13-02-2026,synthetic,0,0.1596,84.0,Low Risk,0.0384615384615384,0.0384640743732177,0.0,0.0833333333333333,0.0359035903590359,0.0168421052631578,0.0017217655468191
050D76BB,Backend Developer,Intern,Quark Systems,Education,"Toronto, CA",27-01-2026,synthetic,0,0.1632,83.7,Low Risk,0.0851648351648351,0.0851698617040565,0.0,0.0,0.01000100010001,0.1578947368421052,0.0050670121515368
723AF0AF,Frontend Developer,Mid-level,Echo Analytics,Media,"New York, NY",02-02-2026,synthetic,0,0.0958,90.4,Low Risk,0.0686813186813186,0.0686864357888143,0.0,0.0,0.0717071707170717,0.2442105263157895,0.0057835954253037
771EFE29,Sales Executive,Intern,Echo Innovations,Education,"Seattle, WA",20-08-2025,synthetic,1,0.976,2.4,Ghost,0.5247252747252747,0.5247251388728634,1.0,0.4166666666666666,0.7751775177517751,0.2799999999999999,0.1601143674052895
C349F477,Site Reliability Engineer,Director,Vertex Partners,Logistics,"Miami, FL",10-02-2026,synthetic,0,0.3251,67.5,Moderate Risk,0.0467032967032967,0.0467057873308388,1.0,0.0833333333333333,0.0917091709170917,0.263157894736842,0.007723373838456
58F70E2A,UX Designer,Senior,Grid Systems,Retail,"London, UK",22-07-2025,synthetic,1,1.0,0.0,Ghost,0.6043956043956045,0.6043977780341867,1.0,0.4166666666666666,0.9226922692269226,0.5263157894736842,0.5711222301644031
8D3A881E,Security Engineer,Mid-level,Cipher Intelligence,Education,"Toronto, CA",30-08-2025,synthetic,1,1.0,0.0,Ghost,0.4972527472527472,0.4972555095851121,1.0,1.0,0.8312831283128312,0.6126315789473684,0.1645818441744103
648788EC,Data Analyst,Junior,Monolith Ventures,Education,"Toronto, CA",30-01-2026,synthetic,0,0.2282,77.2,Low Risk,0.0769230769230769,0.0769281487464354,0.0,0.0,0.0224022402240224,0.0168421052631578,0.0004503216583273
30D4228B,Financial Analyst,Principal,Apex Group,Retail,"Denver, CO",05-11-2025,synthetic,1,1.0,0.0,Ghost,0.3131868131868132,0.3131850923896023,1.0,0.8333333333333333,0.8065806580658065,0.8589473684210526,0.910650464617584
A5201F4C,Scrum Master,Senior,Luminary Systems,Consulting,"Toronto, CA",17-02-2026,synthetic,0,0.1379,86.2,Low Risk,0.0274725274725274,0.0274778710007087,0.0,0.0833333333333333,0.2471247124712471,0.0168421052631578,0.0009605075053609
38EBB067,Marketing Manager,Director,Axiom Studio,Technology,"Atlanta, GA",16-01-2026,synthetic,0,0.3632,63.7,Moderate Risk,0.1538461538461538,0.1538480557799132,0.0,0.0833333333333333,0.2221969676967696,0.0694736842105263,0.0082201572551822
EE68FECC,Site Reliability Engineer,Junior,Lynx Intelligence,Retail,"New York, NY",15-02-2026,synthetic,0,0.0696,93.0,Low Risk,0.0329670329670329,0.0329668518304844,0.0,0.0833333333333333,0.114011401140114,0.1052631578947368,0.0023927805575411
28EF1DBB,UX Designer,Principal,Pulse Studio,Consulting,"Seattle, WA",26-02-2026,synthetic,0,0.1894,81.1,Low Risk,0.0027472527472527,0.0027527321278454,0.0,0.0833333333333333,0.3232323232323232,0.1747368421052631,0.004928520371694
77D13F19,Full Stack Developer,Junior,Catalyst Platforms,Media,"Denver, CO",14-01-2026,synthetic,0,0.1276,87.2,Low Risk,0.1208791208791208,0.1208812039494288,0.0,0.0833333333333333,0.1533153315331533,0.263157894736842,0.0082201572551822
2A073A76,Site Reliability Engineer,Principal,Lynx Intelligence,Retail,"Denver, CO",16-01-2026,synthetic,0,0.2798,72.0,Moderate Risk,0.1153846153846153,0.1153839814066955,0.0,0.0,0.0156015601560156,0.0336842105263157,0.0007147962830593
A210ADCA,Technical Lead,Lead,Cascade Innovations,Technology,"Los Angeles, CA",15-01-2026,synthetic,0,0.1675,83.2,Low Risk,0.1181318681318681,0.118136713534541,0.0,0.0833333333333333,0.3338333833383338,0.2442105263157895,0.0135811293781272
60EA6F01,ML Engineer,Principal,Flux Innovations,Consulting,"Boston, MA",08-02-2026,synthetic,0,0.1226,87.7,Low Risk,0.0521978021978022,0.0522030098735721,0.0,0.0833333333333333,0.074007400740074,0.2105263157894736,0.0149213724088634
13DEB8B3,Data Engineer,Lead,Arch Dynamics,Healthcare,"Chicago, IL",30-01-2026,synthetic,0,0.1582,84.2,Low Risk,0.0769230769230769,0.0769281487464354,0.0,0.0,0.0327032703270327,0.0336842105263157,0.0016681558255897
CE3DC007,Scrum Master,Lead,Ionic Consulting,Finance,"Phoenix, AZ",13-07-2025,synthetic,1,1.0,0.0,Ghost,0.6291208791208792,0.62912291690705,1.0,0.4166666666666666,0.8386838683868386,0.9473684210526316,0.4996426018584703
5FB7FEA6,Backend Developer,Senior,Meridian Analytics,Media,"New York, NY",29-01-2026,synthetic,0,0.0819,91.8,Low Risk,0.0796703296703296,0.0796726391613232,0.0,0.0,0.3406340634063406,0.1221052631578947,0.0037526804860614
5E2FDF48,Security Engineer,Lead,Neon Digital,Consulting,"Boston, MA",21-02-2026,synthetic,0,0.5616,43.8,High Risk,0.0631868131868131,0.063189213246081,0.0,0.25,0.5288321002100209,0.2799999999999999,0.0107728734810578
FFFA32FA,DevOps Engineer,Intern,Echo Innovations,Education,"Chicago, IL",30-05-2025,synthetic,1,0.976,2.4,Ghost,0.7500000000000001,0.7499958791435213,1.0,1.0,0.8579857985798579,0.2442105263157895,0.1422444603288063
768891FB,Backend Developer,Intern,Titan Partners,Technology,Remote,12-02-2026,synthetic,0,0.3381,66.2,Moderate Risk,0.0412087912087912,0.0412085647881055,1.0,0.0,0.1186118611861186,0.0694736842105263,0.0026358112937812
D5197CB0,Frontend Developer,Senior,Monolith Partners,Manufacturing,"Denver, CO",27-02-2026,synthetic,0,0.3005,70.0,Moderate Risk,0.0,0.0,0.0,0.0833333333333333,0.001000100010001,0.0694736842105263,0.0037526804860614
1F8FD775,Marketing Manager,Director,Axiom Studio,Technology,"Toronto, CA",12-12-2025,synthetic,1,0.9464,5.4,Ghost,0.2115384615384615,0.2115400464832611,0.0,0.4166666666666666,0.8119811981198118,0.3852631578947368,0.0707648320228734
AF384089,Full Stack Developer,Principal,Quantum Solutions,Finance,"Chicago, IL",17-02-2026,synthetic,0,0.6868,31.3,High Risk,0.0576923076923077,0.0576919907033477,0.0,0.25,0.5340944404440443,0.2968421052631579,0.0235373481057898
B772C9D4,Scrum Master,Mid-level,Grid Systems,Retail,"Atlanta, GA",27-06-2025,synthetic,1,0.9464,5.4,Ghost,0.6730769230769231,0.6730759721100434,0.0,0.4166666666666666,0.6532653265326532,0.9642105263157896,0.1266082916368835
0F90BD07,Technical Lead,Senior,Axiom Labs,Logistics,"Seattle, WA",12-09-2025,synthetic,1,1.0,0.0,Ghost,0.4615384615384615,0.4615359256267823,1.0,1.0,0.9485948594859486,1.0,0.1750062544674767
B3C62D58,Product Manager,Junior,Monolith Studio,Retail,"Dallas, TX",15-12-2025,synthetic,1,1.0,0.0,Ghost,0.2032967032967033,0.2032983335256399,1.0,0.3333333333333333,0.7693769376937692,0.8063157894736842,0.4281629735525376
C07AEEBB,Operations Manager,Junior,Ionic Partners,Retail,Remote,01-08-2025,synthetic,1,1.0,0.0,Ghost,0.576923076923077,0.576919907033478,1.0,0.8333333333333333,0.7841784178417841,0.8421052631578947,0.1482013938527519
4A503CED,Product Manager,Senior,Catalyst Platforms,Media,"Dallas, TX",23-02-2026,synthetic,0,0.2051,79.5,Low Risk,0.0109890109890109,0.0109944450854665,0.0,0.0,0.047004700470047,0.263157894736842,0.0072793066476054
4DADA522,Data Scientist,Mid-level,Zenith Studio,Consulting,"Los Angeles, CA",15-01-2026,synthetic,0,0.19,81.0,Low Risk,0.1181318681318681,0.118136713534541,0.0,0.0,0.3394339433943394,0.1578947368421052,0.0074758756254467
3ED67D7F,Site Reliability Engineer,Junior,Catalyst Studio,Logistics,"San Francisco, CA",24-02-2026,synthetic,0,0.6291,37.1,High Risk,0.0576923076923077,0.0576919907033477,1.0,0.25,0.4290042864286428,0.0694736842105263,0.0014295925661186
E18020F0,Data Engineer,Principal,Quark Systems,Education,"Los Angeles, CA",23-01-2026,synthetic,0,0.0845,91.5,Low Risk,0.0961538461538461,0.0961560650765655,0.0,0.0833333333333333,0.3442344234423442,0.2105263157894736,0.0117941386704789
DA196632,Operations Manager,Lead,Forge Global,Logistics,"Atlanta, GA",14-05-2025,synthetic,1,0.9464,5.4,Ghost,0.793956043956044,0.7939571760594724,0.0,0.25,0.9117911791179116,0.4736842105263157,0.2583988563259471
EA4F4664,ML Engineer,Lead,Pulse Dynamics,Technology,"Berlin, DE",28-01-2026,synthetic,0,0.3576,64.2,Moderate Risk,0.0824175824175824,0.0824171295762111,0.0,0.0833333333333333,0.0932093209320932,0.3157894736842104,0.0248132594710507
85AB2BAE,Cloud Architect,Principal,Cascade Works,Logistics,"New York, NY",23-09-2025,synthetic,1,1.0,0.0,Ghost,0.4313186813186813,0.4313218059241433,1.0,0.6666666666666666,0.8694869486948693,0.3157894736842104,0.3566833452466047
C809F74A,Frontend Developer,Mid-level,Cipher Intelligence,Education,"San Francisco, CA",22-02-2026,synthetic,0,0.1376,86.2,Low Risk,0.0961538461538461,0.0961560650765655,0.0,0.0833333333333333,0.4033866456645664,0.1747368421052631,0.0046461758398856
C5701C39,Security Engineer,Director,Prism Innovations,Retail,"Los Angeles, CA",14-05-2025,synthetic,1,1.0,0.0,Ghost,0.793956043956044,0.7939571760594724,1.0,1.0,0.9353935393539352,0.6126315789473684,0.6604717655468191
B0B7ACA0,Backend Developer,Director,Catalyst Platforms,Media,"Boston, MA",03-02-2026,synthetic,0,0.4611,53.9,Moderate Risk,0.0659340659340659,0.0659337036609689,1.0,0.0,0.0319031903190318,0.2968421052631579,0.0063590064331665
25B5EE74,Full Stack Developer,Intern,Vector Global,Technology,"Austin, TX",31-01-2026,synthetic,0,0.1353,86.5,Low Risk,0.0741758241758241,0.07417541661859,0.0,0.0833333333333333,0.307030703070307,0.0,0.0028591851322373
95D2CFA7,ML Engineer,Lead,Jade Innovations,Technology,"Dallas, TX",26-04-2025,synthetic,1,1.0,0.0,Ghost,0.8434065934065935,0.843407453805199,1.0,0.6666666666666666,0.6557655765576557,0.9810526315789472,1.0
F5D574BB,UX Designer,Lead,Meridian Capital,Retail,"Toronto, CA",26-09-2025,synthetic,1,1.0,0.0,Ghost,0.4230769230769231,0.4230800929665221,1.0,0.75,0.9906990699069906,0.7010526315789474,0.7498213009292352
E84D3F10,Full Stack Developer,Senior,Arch Group,Manufacturing,"Boston, MA",15-12-2025,synthetic,1,1.0,0.0,Ghost,0.2032967032967033,0.2032983335256399,1.0,0.3333333333333333,0.7488748874887489,0.3494736842105263,0.0975696926375982
F9BACBAA,Platform Engineer,Lead,Cipher Intelligence,Education,"Los Angeles, CA",29-08-2025,synthetic,1,0.9308,6.9,Ghost,0.5,0.5000000000000001,0.0,0.9166666666666666,0.9005900590059005,0.2968421052631579,0.3388134381701215
E1214C52,Platform Engineer,Senior,Vertex Partners,Logistics,"Berlin, DE",30-01-2026,synthetic,0,0.3239,67.6,Moderate Risk,0.0769230769230769,0.0769281487464354,1.0,0.0,0.1815181518151815,0.0863157894736841,0.0031942458899213
502E5323,HR Generalist,Senior,Apex Digital,Media,"New York, NY",24-02-2026,synthetic,0,0.1455,85.4,Low Risk,0.0082417582417582,0.0082417129576211,0.0,0.0833333333333333,0.1155115511551155,0.0694736842105263,0.0034086847748391
200B415E,Backend Developer,Senior,Flux Studio,Finance,"Denver, CO",13-02-2026,synthetic,0,0.1784,82.2,Low Risk,0.0384615384615384,0.0384640743732177,0.0,0.0833333333333333,0.2176217621762176,0.2105263157894736,0.0201331308077197
15F8590D,Platform Engineer,Junior,Kore Innovations,Consulting,"Miami, FL",25-01-2026,synthetic,0,0.2984,70.2,Moderate Risk,0.0906593406593406,0.0906588425338322,1.0,0.0833333333333333,0.2648264826482648,0.1578947368421052,0.0091136526090064
F3B8B7E5,Security Engineer,Junior,Prism Platforms,Retail,Remote,26-02-2026,synthetic,0,0.1941,80.6,Low Risk,0.0027472527472527,0.0027527321278454,0.0,0.0833333333333333,0.0797079707970797,0.0863157894736841,0.0037526804860614
12113838,Product Manager,Lead,Vertex Partners,Logistics,"Miami, FL",23-02-2026,synthetic,0,0.1711,82.9,Low Risk,0.0109890109890109,0.0109944450854665,0.0,0.0833333333333333,0.177017701770177,0.2968421052631579,0.0077734095782701
053C40EB,Data Scientist,Junior,Helix Works,Consulting,"Miami, FL",23-01-2026,synthetic,0,0.5288,47.1,High Risk,0.1456043956043956,0.1456063428222922,0.0,0.1666666666666666,0.4204069846984698,0.3157894736842104,0.0155307362401715
A1B55DFF,Sales Executive,Lead,Zenith Dynamics,Healthcare,"San Francisco, CA",27-02-2026,synthetic,0,0.2856,71.4,Moderate Risk,0.0,0.0,0.0,0.0,0.0258025802580258,0.2105263157894736,0.0047239099356683
ADEB86D4,Site Reliability Engineer,Mid-level,Pinnacle Studio,Consulting,"Chicago, IL",27-03-2025,synthetic,1,1.0,0.0,Ghost,0.925824175824176,0.9258245833814102,1.0,0.6666666666666666,0.9822982298229822,0.6652631578947369,0.1779842744817727
7CDFBCE8,Business Analyst,Director,Jade Ventures,Retail,"Seattle, WA",25-02-2026,synthetic,0,0.1798,82.0,Low Risk,0.0054945054945054,0.0054972225427332,0.0,0.0833333333333333,0.2206220622062206,0.1747368421052631,0.0100071479628305
42454603,Software Engineer,Principal,Axiom Labs,Logistics,"Boston, MA",03-11-2025,synthetic,1,0.9464,5.4,Ghost,0.3186813186813187,0.3186823149323355,0.0,1.0,0.7414741474147414,0.8757894736842106,0.4639027877055039
6D30D2DA,Software Engineer,Mid-level,Flux Innovations,Consulting,"Austin, TX",24-01-2026,synthetic,0,0.0672,93.3,Low Risk,0.0934065934065934,0.0934115746616777,0.0,0.0,0.2058205820582058,0.191578947368421,0.0098445318084345
2C873816,Data Engineer,Principal,Quark Solutions,Media,"Los Angeles, CA",28-02-2025,synthetic,1,0.9464,5.4,Ghost,1.0,1.0,0.0,0.25,0.674067406740674,0.5957894736842105,0.3209435310936383
CC51023A,UX Designer,Principal,Vertex Partners,Logistics,"Atlanta, GA",06-02-2026,synthetic,0,0.0429,95.7,Low Risk,0.0576923076923077,0.0576919907033477,0.0,0.0,0.1322132213221322,0.191578947368421,0.0048159399571122
DA266D7C,Frontend Developer,Director,Meridian Analytics,Media,"New York, NY",15-02-2026,synthetic,0,0.1951,80.5,Low Risk,0.0329670329670329,0.0329668518304844,0.0,0.0,0.0753075307530753,0.2442105263157895,0.0151697641172265
D198D08B,Operations Manager,Junior,Vector Global,Technology,"San Francisco, CA",24-01-2026,synthetic,0,0.072,92.8,Low Risk,0.0934065934065934,0.0934115746616777,0.0,0.0833333333333333,0.1603160316031603,0.2442105263157895,0.0135811293781272
2FA9BA01,ML Engineer,Principal,Helix Works,Consulting,"San Francisco, CA",17-12-2025,synthetic,1,0.9985,0.1,Ghost,0.1978021978021978,0.1978011109829067,1.0,0.8333333333333333,0.854185418541854,0.5073684210526316,0.0916127591136526
DB1A4C07,Product Manager,Intern,Axiom Studio,Technology,"Chicago, IL",11-02-2026,synthetic,0,0.3174,68.3,Moderate Risk,0.1181318681318681,0.118136713534541,0.0,0.0833333333333333,0.5132702250225022,0.2273684210526315,0.0059864188706218
D4619730,Product Manager,Mid-level,Flux Innovations,Consulting,"Toronto, CA",10-02-2026,synthetic,0,0.1686,83.1,Low Risk,0.0467032967032967,0.0467057873308388,0.0,0.0833333333333333,0.1527152715271527,0.2105263157894736,0.0201331308077197
82DDC770,Software Engineer,Junior,Meridian Analytics,Media,"Austin, TX",15-02-2026,synthetic,0,0.1089,89.1,Low Risk,0.0329670329670329,0.0329668518304844,0.0,0.0833333333333333,0.1311131113111311,0.0336842105263157,0.001518942101501
30D8309E,DevOps Engineer,Senior,Meridian Capital,Retail,"Phoenix, AZ",10-12-2025,synthetic,1,1.0,0.0,Ghost,0.217032967032967,0.2170372690259943,1.0,0.8333333333333333,0.6894689468946894,1.0,0.1333095067905647
A1DFB799,Full Stack Developer,Senior,Monolith Analytics,Media,"Dallas, TX",23-07-2025,synthetic,1,0.9464,5.4,Ghost,0.6016483516483517,0.6016450459063413,0.0,0.75,0.757975797579758,0.8231578947368421,0.2181915654038599
9160D877,Frontend Developer,Mid-level,Cipher Intelligence,Education,"Toronto, CA",06-04-2025,synthetic,1,0.9308,6.9,Ghost,0.8983516483516484,0.8983467123807013,0.0,0.75,0.8108810881088108,0.2968421052631579,0.1690493209435311
18D71C62,Site Reliability Engineer,Mid-level,Axiom Studio,Technology,"Toronto, CA",31-10-2025,synthetic,1,0.9464,5.4,Ghost,0.326923076923077,0.3269240278899566,0.0,0.75,0.912991299129913,0.8421052631578947,0.1482013938527519
34954D7E,Frontend Developer,Senior,Nexus Dynamics,Media,"Los Angeles, CA",25-03-2025,synthetic,1,0.9464,5.4,Ghost,0.9313186813186816,0.9313135642111856,0.0,0.5,0.9388938893889388,0.7010526315789474,0.3745532523230879
DCDCF373,Data Scientist,Director,Prism Labs,Manufacturing,"Atlanta, GA",01-02-2026,synthetic,0,0.0673,93.3,Low Risk,0.0714285714285714,0.0714309262037021,0.0,0.0,0.2752275227522752,0.0694736842105263,0.0019656897784131
B2014681,Business Analyst,Director,Prism Dynamics,Technology,"New York, NY",18-01-2026,synthetic,0,0.1953,80.5,Low Risk,0.1098901098901098,0.1098950005769199,0.0,0.0,0.0537053705370536,0.2442105263157895,0.0135811293781272
21FD333C,Data Scientist,Intern,Quantum Solutions,Finance,"London, UK",02-12-2025,synthetic,1,1.0,0.0,Ghost,0.239010989010989,0.2390096757710122,1.0,0.6666666666666666,0.6889688968896889,0.8231578947368421,0.2181915654038599
6B4430C6,Product Manager,Intern,Ionic Platforms,Education,"Phoenix, AZ",19-10-2025,synthetic,1,0.9464,5.4,Ghost,0.3598901098901099,0.3598908797204411,0.0,0.6666666666666666,0.7719771977197719,0.5957894736842105,0.1065046461758398
17A8F7D2,Technical Lead,Intern,Monolith Consulting,Finance,"Berlin, DE",25-01-2026,synthetic,0,0.4886,51.1,Moderate Risk,0.1401098901098901,0.1401091202795589,0.0,0.25,0.3685567266726672,0.1221052631578947,0.003114724803431
4D8B50D9,UX Designer,Principal,Ridge Studio,Media,"Seattle, WA",21-01-2026,synthetic,0,0.1407,85.9,Low Risk,0.1016483516483516,0.1016532876192987,0.0,0.0833333333333333,0.0596059605960596,0.0168421052631578,0.0022632237312365
30AB4B50,QA Engineer,Mid-level,Helix Global,Finance,"Phoenix, AZ",23-03-2025,synthetic,1,0.9464,5.4,Ghost,0.9368131868131868,0.936810786753919,0.0,0.5,0.7672767276727672,0.5263157894736842,0.1422444603288063
C1FD4C4F,Full Stack Developer,Mid-level,Pulse Studio,Consulting,"Los Angeles, CA",31-01-2026,synthetic,0,0.2461,75.4,Low Risk,0.0741758241758241,0.07417541661859,0.0,0.0,0.0078007800780078,0.1052631578947368,0.0135811293781272
BD1B1A1D,ML Engineer,Junior,Echo Innovations,Education,Remote,03-11-2025,synthetic,1,1.0,0.0,Ghost,0.3186813186813187,0.3186823149323355,1.0,1.0,0.8238823882388238,0.7894736842105263,0.8391708363116511
E9BD692D,Sales Executive,Intern,Pulse Technologies,Media,"Austin, TX",25-02-2026,synthetic,0,0.4459,55.4,Moderate Risk,0.0494505494505494,0.0494502777457266,1.0,0.0833333333333333,0.5805164716471647,0.1578947368421052,0.0058372051465332
B0C379D5,Marketing Manager,Senior,Catalyst Studio,Logistics,"Phoenix, AZ",07-06-2025,synthetic,1,1.0,0.0,Ghost,0.7280219780219781,0.7280234723985034,1.0,0.3333333333333333,0.6924692469246925,0.4736842105263157,0.5175125089349535
A87FB94F,Business Analyst,Junior,Opus Technologies,Media,"Boston, MA",02-02-2026,synthetic,0,0.0457,95.4,Low Risk,0.0686813186813186,0.0686864357888143,0.0,0.0833333333333333,0.3234323432343234,0.2442105263157895,0.0094969621157969
C7A7850E,Platform Engineer,Mid-level,Jade Innovations,Technology,"Dallas, TX",03-12-2025,synthetic,1,1.0,0.0,Ghost,0.2362637362637362,0.2362651853561244,1.0,0.8333333333333333,0.8747874787478748,0.4210526315789473,0.057362401715511
93DBDA02,Full Stack Developer,Intern,Apex Group,Retail,"Miami, FL",16-10-2025,synthetic,1,1.0,0.0,Ghost,0.3681318681318681,0.3681325926780622,1.0,0.75,0.961096109610961,0.6842105263157895,0.731951393852752
E42A8595,Data Engineer,Director,Cascade Innovations,Technology,"Dallas, TX",16-02-2026,synthetic,0,0.3107,68.9,Moderate Risk,0.0302197802197802,0.0302223614155966,0.0,0.0,0.2642264226422642,0.3157894736842104,0.0191404574696211
C15E5129,DevOps Engineer,Junior,Monolith Partners,Manufacturing,"Toronto, CA",11-02-2026,synthetic,0,0.065,93.5,Low Risk,0.0439560439560439,0.043961296915951,0.0,0.0,0.1124112411241124,0.0694736842105263,0.0026358112937812
