job_id,title,seniority,company,industry,company_size,location,posted_date,listing_age_days,salary,salary_missing,repost_count,repost_interval_days,company_open_roles,company_closed_roles,closure_ratio,hiring_velocity,role_recycling_score,engagement_latency,status,listing_longevity_ratio,open_close_ratio,is_ghost,source,raw_description_snippet,avg_listing_age
63EA366B,Data Scientist,Mid-level,ADM,IT Jobs,unknown,"Ahmedabad, Gujarat",2026-02-27,2,,1,29,0,35,0,0.0,2.92,1.0,0,open,0.0667,0.0667,-1,adzuna_api,"Data Scientist Bengaluru, India Position Summary: The Data Scientist will lead the development of data-driven solutions by leveraging traditional data science techniques and recent advancements in Generative AI to bring value to ADM. The role is integral to the Digital & Innovation team, driving rap",8.085714285714285
DF4DD914,Data Scientist,Mid-level,ADM,IT Jobs,unknown,"Nagpur, Maharashtra",2026-02-27,2,,1,29,0,35,0,0.0,2.92,1.0,0,open,0.0667,0.0667,-1,adzuna_api,"Data Scientist Bengaluru, India Position Summary: The Data Scientist will lead the development of data-driven solutions by leveraging traditional data science techniques and recent advancements in Generative AI to bring value to ADM. The role is integral to the Digital & Innovation team, driving rap",8.085714285714285
A51F432B,Data Scientist,Mid-level,ADM,IT Jobs,unknown,"Jaipur, Rajasthan",2026-02-27,2,,1,29,0,35,0,0.0,2.92,1.0,0,open,0.0667,0.0667,-1,adzuna_api,"Data Scientist Bengaluru, India Position Summary: The Data Scientist will lead the development of data-driven solutions by leveraging traditional data science techniques and recent advancements in Generative AI to bring value to ADM. The role is integral to the Digital & Innovation team, driving rap",8.085714285714285
CE7528A1,Data Scientist,Mid-level,ADM,IT Jobs,unknown,"Pune, Maharashtra",2026-02-27,2,,1,29,0,35,0,0.0,2.92,1.0,0,open,0.0667,0.0667,-1,adzuna_api,"Data Scientist Bengaluru, India Position Summary: The Data Scientist will lead the development of data-driven solutions by leveraging traditional data science techniques and recent advancements in Generative AI to bring value to ADM. The role is integral to the Digital & Innovation team, driving rap",8.085714285714285
85E92F80,Data Scientist,Mid-level,ADM,IT Jobs,unknown,"Raipur, Chhattisgarh",2026-02-27,2,,1,29,0,35,0,0.0,2.92,1.0,0,open,0.0667,0.0667,-1,adzuna_api,"Data Scientist Bengaluru, India Position Summary: The Data Scientist will lead the development of data-driven solutions by leveraging traditional data science techniques and recent advancements in Generative AI to bring value to ADM. The role is integral to the Digital & Innovation team, driving rap",8.085714285714285
ED35B558,Data Scientist,Mid-level,ADM,IT Jobs,unknown,"Vijayawada, Krishna",2026-02-27,2,,1,29,0,35,0,0.0,2.92,1.0,0,open,0.0667,0.0667,-1,adzuna_api,"Data Scientist Bengaluru, India Position Summary: The Data Scientist will lead the development of data-driven solutions by leveraging traditional data science techniques and recent advancements in Generative AI to bring value to ADM. The role is integral to the Digital & Innovation team, driving rap",8.085714285714285
7C0C60A7,Data Scientist,Mid-level,ADM,IT Jobs,unknown,"Allahabad, Uttar Pradesh",2026-02-27,2,,1,29,0,35,0,0.0,2.92,1.0,0,open,0.0667,0.0667,-1,adzuna_api,"Data Scientist Bengaluru, India Position Summary: The Data Scientist will lead the development of data-driven solutions by leveraging traditional data science techniques and recent advancements in Generative AI to bring value to ADM. The role is integral to the Digital & Innovation team, driving rap",8.085714285714285
F113B439,Data Scientist,Mid-level,ADM,IT Jobs,unknown,"Chimur, Chandrapur",2026-02-27,2,,1,29,0,35,0,0.0,2.92,1.0,0,open,0.0667,0.0667,-1,adzuna_api,"Data Scientist Bengaluru, India Position Summary: The Data Scientist will lead the development of data-driven solutions by leveraging traditional data science techniques and recent advancements in Generative AI to bring value to ADM. The role is integral to the Digital & Innovation team, driving rap",8.085714285714285
7B4E5403,Data Scientist,Mid-level,ADM,IT Jobs,unknown,"Thiruvananthapuram, Kerala",2026-02-27,2,,1,29,0,35,0,0.0,2.92,1.0,0,open,0.0667,0.0667,-1,adzuna_api,"Data Scientist Bengaluru, India Position Summary: The Data Scientist will lead the development of data-driven solutions by leveraging traditional data science techniques and recent advancements in Generative AI to bring value to ADM. The role is integral to the Digital & Innovation team, driving rap",8.085714285714285
C74F6BC8,Data Scientist,Mid-level,ADM,IT Jobs,unknown,"Faridabad, Haryana",2026-02-27,2,,1,29,0,35,0,0.0,2.92,1.0,0,open,0.0667,0.0667,-1,adzuna_api,"Data Scientist Bengaluru, India Position Summary: The Data Scientist will lead the development of data-driven solutions by leveraging traditional data science techniques and recent advancements in Generative AI to bring value to ADM. The role is integral to the Digital & Innovation team, driving rap",8.085714285714285
CC4883A7,Data Scientist,Mid-level,ADM,IT Jobs,unknown,"Daund, Pune",2026-02-27,2,,1,29,0,35,0,0.0,2.92,1.0,0,open,0.0667,0.0667,-1,adzuna_api,"Data Scientist Bengaluru, India Position Summary: The Data Scientist will lead the development of data-driven solutions by leveraging traditional data science techniques and recent advancements in Generative AI to bring value to ADM. The role is integral to the Digital & Innovation team, driving rap",8.085714285714285
5AE3AE50,Data Scientist,Mid-level,ADM,IT Jobs,unknown,"Amritsar, Punjab",2026-02-27,2,,1,29,0,35,0,0.0,2.92,1.0,0,open,0.0667,0.0667,-1,adzuna_api,"Data Scientist Bengaluru, India Position Summary: The Data Scientist will lead the development of data-driven solutions by leveraging traditional data science techniques and recent advancements in Generative AI to bring value to ADM. The role is integral to the Digital & Innovation team, driving rap",8.085714285714285
803B90E3,Data Scientist,Mid-level,ADM,IT Jobs,unknown,"Patna, Bihar",2026-02-27,2,,1,29,0,35,0,0.0,2.92,1.0,0,open,0.0667,0.0667,-1,adzuna_api,"Data Scientist Bengaluru, India Position Summary: The Data Scientist will lead the development of data-driven solutions by leveraging traditional data science techniques and recent advancements in Generative AI to bring value to ADM. The role is integral to the Digital & Innovation team, driving rap",8.085714285714285
3C35C5FA,Data Scientist,Mid-level,ADM,IT Jobs,unknown,"Chennai, Tamil Nadu",2026-02-27,2,,1,29,0,35,0,0.0,2.92,1.0,0,open,0.0667,0.0667,-1,adzuna_api,"Data Scientist Bengaluru, India Position Summary: The Data Scientist will lead the development of data-driven solutions by leveraging traditional data science techniques and recent advancements in Generative AI to bring value to ADM. The role is integral to the Digital & Innovation team, driving rap",8.085714285714285
9C1A35B2,Data Scientist,Mid-level,ADM,IT Jobs,unknown,"Noida, Ghaziabad",2026-02-27,2,,1,29,0,35,0,0.0,2.92,1.0,0,open,0.0667,0.0667,-1,adzuna_api,"Data Scientist Bengaluru, India Position Summary: The Data Scientist will lead the development of data-driven solutions by leveraging traditional data science techniques and recent advancements in Generative AI to bring value to ADM. The role is integral to the Digital & Innovation team, driving rap",8.085714285714285
092D3FDF,Data Scientist,Mid-level,ADM,IT Jobs,unknown,"Kolkata, West Bengal",2026-02-27,2,,1,29,0,35,0,0.0,2.92,1.0,0,open,0.0667,0.0667,-1,adzuna_api,"Data Scientist Bengaluru, India Position Summary: The Data Scientist will lead the development of data-driven solutions by leveraging traditional data science techniques and recent advancements in Generative AI to bring value to ADM. The role is integral to the Digital & Innovation team, driving rap",8.085714285714285
DE9BD0B4,Data Scientist,Mid-level,ADM,IT Jobs,unknown,"Madurai, Tamil Nadu",2026-02-27,2,,1,29,0,35,0,0.0,2.92,1.0,0,open,0.0667,0.0667,-1,adzuna_api,"Data Scientist Bengaluru, India Position Summary: The Data Scientist will lead the development of data-driven solutions by leveraging traditional data science techniques and recent advancements in Generative AI to bring value to ADM. The role is integral to the Digital & Innovation team, driving rap",8.085714285714285
1AA14C57,Data Scientist,Mid-level,ADM,IT Jobs,unknown,"Lucknow, Uttar Pradesh",2026-02-27,2,,1,29,0,35,0,0.0,2.92,1.0,0,open,0.0667,0.0667,-1,adzuna_api,"Data Scientist Bengaluru, India Position Summary: The Data Scientist will lead the development of data-driven solutions by leveraging traditional data science techniques and recent advancements in Generative AI to bring value to ADM. The role is integral to the Digital & Innovation team, driving rap",8.085714285714285
E38FDFFC,Data Scientist,Mid-level,ADM,IT Jobs,unknown,"Mumbai, Maharashtra",2026-02-27,2,,1,29,0,35,0,0.0,2.92,1.0,0,open,0.0667,0.0667,-1,adzuna_api,"Data Scientist Bengaluru, India Position Summary: The Data Scientist will lead the development of data-driven solutions by leveraging traditional data science techniques and recent advancements in Generative AI to bring value to ADM. The role is integral to the Digital & Innovation team, driving rap",8.085714285714285
6D1BF851,Data Scientist,Mid-level,ADM,IT Jobs,unknown,"Indore, Madhya Pradesh",2026-02-27,2,,1,29,0,35,0,0.0,2.92,1.0,0,open,0.0667,0.0667,-1,adzuna_api,"Data Scientist Bengaluru, India Position Summary: The Data Scientist will lead the development of data-driven solutions by leveraging traditional data science techniques and recent advancements in Generative AI to bring value to ADM. The role is integral to the Digital & Innovation team, driving rap",8.085714285714285
0B4DAD7E,Data Scientist,Mid-level,ADM,IT Jobs,unknown,"Bhubaneswar, Khordha",2026-02-27,2,,1,29,0,35,0,0.0,2.92,1.0,0,open,0.0667,0.0667,-1,adzuna_api,"Data Scientist Bengaluru, India Position Summary: The Data Scientist will lead the development of data-driven solutions by leveraging traditional data science techniques and recent advancements in Generative AI to bring value to ADM. The role is integral to the Digital & Innovation team, driving rap",8.085714285714285
FA0E15E0,Data Scientist,Mid-level,ADM,IT Jobs,unknown,"Baramati, Pune",2026-02-27,2,,1,29,0,35,0,0.0,2.92,1.0,0,open,0.0667,0.0667,-1,adzuna_api,"Data Scientist Bengaluru, India Position Summary: The Data Scientist will lead the development of data-driven solutions by leveraging traditional data science techniques and recent advancements in Generative AI to bring value to ADM. The role is integral to the Digital & Innovation team, driving rap",8.085714285714285
2B186765,Data Scientist,Mid-level,DevOn,IT Jobs,unknown,"Bangalore, Karnataka",2026-02-08,21,,1,0,0,1,0,0.0,0.08,0.0,0,open,0.7,0.7,-1,adzuna_api,"Work Location Koramangala, Bengaluru Work Mode: Work from Office Business Objectives Maintain and enhance existing machine learning models in production. Build new use cases using advanced machine learning techniques to drive measurable business impact. Key Responsibilities Perform end-to-end data s",21.0
D312C04D,Data Scientist,Mid-level,DataE2E Technologies,IT Jobs,unknown,India,2026-02-28,1,,1,0,0,2,0,0.0,0.17,0.0,0,open,0.0333,0.0333,-1,adzuna_api,"Job Title: Data Scientist Role type: Full-time/Permanent Location: 100% Remote Job Description As a Data Scientist - Feasibility Advisor for AI, you will be the crucial link between our business ambitions and our technical capabilities in AI and Data Science. You will be responsible for evaluating t",1.0
0167E569,Data Scientist,Mid-level,"h3 Technologies, LLC",IT Jobs,unknown,"Mumbai, Maharashtra",2026-02-24,5,,1,0,0,1,0,0.0,0.08,0.0,0,open,0.1667,0.1667,-1,adzuna_api,Position – Senior Data Scientist ( Computer Vision ) Location -Mumbai Bhandup. Total Exp -6Years Data Scientist – We need hands on developer hence lets only look at Mid-level resource:- Experience of working with computer vision /Python / R / SQL / NoSql Must have experience with NLP / ML / AI Based,5.0
4C7D4042,Data Scientist,Mid-level,Cyann,IT Jobs,unknown,India,2026-02-17,12,,1,0,0,1,0,0.0,0.08,0.0,0,open,0.4,0.4,-1,adzuna_api,"Company Description Cyann specializes in helping organizations modernize securely, scale responsibly, and establish AI-ready foundations through expert consulting, delivery, and long-term support. With deep operational experience, Cyann enables teams to work efficiently without compromising control.",12.0
16CBD190,Data Scientist,Mid-level,Kagool,IT Jobs,unknown,India,2026-02-28,1,,1,0,0,1,0,0.0,0.08,0.0,0,open,0.0333,0.0333,-1,adzuna_api,About Kagool We are a fast-growing IT consultancy specialising in the transformation of complex Global enterprises. We are looking for passionate and hardworking individuals to help deliver for our global customer base. We embrace the opportunities of the future and work proactively to make good use,1.0
4F2109AB,Data Scientist,Mid-level,Intellistaff Services Pvt. Ltd,IT Jobs,unknown,"Hyderabad, Telangana",2026-02-27,2,,1,0,0,2,0,0.0,0.17,0.0,0,open,0.0667,0.0667,-1,adzuna_api,"Role: Data Scientist Experience: 7 Location: Hyderabad Fulltime - Hybrid Required: Bachelor’s or advanced degree in Data Science, Computer Science, Statistics, Mathematics, or a related quantitative field. Solid hands-on experience mid-level roles; 5 years for senior roles applying data science in b",2.5
9FE6A41B,Data Scientist,Mid-level,"Williams-Sonoma, Inc.",IT Jobs,unknown,India,2026-02-19,10,,1,0,0,1,0,0.0,0.08,0.0,0,open,0.3333,0.3333,-1,adzuna_api,Job Role - Sr. / Data Scientist Job Location - Pune (Hybrid) Job Description: Sr. / Data Scientist About the Role Williams-Sonoma is hiring a Sr. / Data Scientist to drive measurable business impact across our retail and digital ecosystem. This role is for a strong individual contributor who can lea,10.0
F869B08A,Data Scientist,Mid-level,Somnetics ,IT Jobs,unknown,India,2026-02-26,3,,1,0,0,1,0,0.0,0.08,0.0,0,open,0.1,0.1,-1,adzuna_api,"Job Description – Senior AI/ML Data Scientist Location : Pan-India (Kolkata preferred) Relevant Experience : 5–6 Years Requirements Bachelor’s/Master’s in CS, Data Science, or related field. 5–6 years in AI/ML & Data Science . Strong in Python, PyTorch, TensorFlow, Scikit-learn, Hugging Face . Hands",3.0
0DF5C9CB,Data Scientist,Mid-level,UsefulBI Corporation,IT Jobs,unknown,India,2026-02-26,3,,1,0,0,1,0,0.0,0.08,0.0,0,open,0.1,0.1,-1,adzuna_api,"Job Title: Sr. Data Scientist Location: Bangalore / Lucknow / Pune Role Type: Full-time, Senior level About UsefulBI: UsefulBI is a leading AI-driven data solutions provider specializing in data engineering, cloud transformations, and AI powered analytics for Fortune 500 companies. We help businesse",3.0
D35CA238,Data Scientist,Mid-level,ProcDNA,IT Jobs,unknown,India,2026-02-02,27,,1,0,0,1,0,0.0,0.08,0.0,0,open,0.9,0.9,-1,adzuna_api,"Job Overview As a Data Scientist, you will play a key role in delivering end-to-end data science solutions across pharmaceutical and healthcare engagements. The role demands a blend of technical depth, business acumen, and scientific curiosity. You will translate complex business problems into analy",27.0
AAE66961,Data Scientist,Mid-level,Albertsons Companies India,IT Jobs,unknown,"Bangalore, Karnataka",2025-12-04,87,,1,1,0,19,0,0.0,1.58,0.0345,0,open,2.9,2.9,-1,adzuna_api,Position Title: Data Scientist Job Description: Roles & Responsibilities: Collaborate with business teams to develop production grade machine learning models on large-scale datasets and improve customers overall shopping experience Enhance and apply customer lifetime value models to support various ,65.3157894736842
96018E00,Data Scientist,Mid-level,Avahi,IT Jobs,unknown,India,2026-02-17,12,,1,0,0,1,0,0.0,0.08,0.0,0,open,0.4,0.4,-1,adzuna_api,"We are looking a Senior Data Scientist with a strong focus on Generative AI and Large Language Models (LLMs) to build intelligent, scalable, and production-ready AI solutions. In this role, you will work on cutting-edge GenAI use cases, applying LLMs to real-world business problems while collaborati",12.0
3EF88357,Data Scientist,Mid-level,L&T Technology Services,IT Jobs,unknown,"Hyderabad, Telangana",2026-02-18,11,,1,0,0,5,0,0.0,0.42,0.0,0,open,0.3667,0.3667,-1,adzuna_api,"Job Title: Data Science Engineer AI/ML Location: Hyderabad/Bangalore L&T Technology Services is seeking a Android Developer (Experience range - 5 years) of experience, proficient in: We are looking for an experienced Data Science AI & Gen AI with strong expertise in Large Language Models (LLMs), Vis",16.0
EE9F6B96,Data Scientist,Mid-level,The Judge Group,IT Jobs,unknown,"Chennai, Tamil Nadu",2026-02-26,3,,1,0,0,1,0,0.0,0.08,0.0,0,open,0.1,0.1,-1,adzuna_api,"Skills Required : Python, Statistics, SQL, Machine Learning Skills Preferred : LLM, cloud, GCP Experience Required : Specialist Exp: 6 experience in relevant field Education Required: Bachelor's Degree, Master's Degree Employees in this job function are responsible for predicting and/ or extracting ",3.0
EF45A5FB,Data Scientist,Mid-level,ADP,IT Jobs,unknown,"Hyderabad, Telangana",2026-02-11,18,,1,0,0,3,0,0.0,0.25,0.0,0,open,0.6,0.6,-1,adzuna_api,"ADP Private Limited. is hiring a Principal Data Scientist at Hyderabad location. Are you empathetic to client needs and inspired by transformation and impacting the lives of millions of people every day? Are you looking to join a dynamic, inclusive team environment with a culture of collaboration an",20.0
E52FC0B8,Data Scientist,Mid-level,YourTribe,IT Jobs,unknown,"Chennai, Tamil Nadu",2026-02-02,27,,1,0,0,2,0,0.0,0.17,0.0,0,open,0.9,0.9,-1,adzuna_api,"Job Description We are seeking a Data Scientist to work on product, customer, and business data for a scalable B2B SaaS platform. The role focuses on transforming large volumes of structured and semi-structured data into actionable insights, predictive models, and experimentation frameworks that dir",27.0
268444FE,Data Scientist,Mid-level,Brace Infotech Private Ltd,IT Jobs,unknown,India,2026-02-08,21,,1,0,0,3,0,0.0,0.25,0.0,0,open,0.7,0.7,-1,adzuna_api,"Roles & responsibilities : Collaborate with internal stakeholders and build production grade models and machine learning algorithms on large-scale datasets Apply machine learning to generate customer behavior segmentation, to enhance recommendation engines and deliver personalized user experience on",18.0
F53CA8FE,Data Scientist,Mid-level,Garden City Games,IT Jobs,unknown,India,2026-02-26,3,,1,0,0,1,0,0.0,0.08,0.0,0,open,0.1,0.1,-1,adzuna_api,"Garden City Games – Data Scientist https://www.gardencity.games About Us Garden City Games develops free-to-play mobile and social games enjoyed by millions of players worldwide. Based in Bangalore, the studio is home to over 100 talented professionals dedicated to creating exceptional gaming experi",3.0
983C93DA,Data Scientist,Mid-level,MNC Group,IT Jobs,unknown,"Mumbai, Maharashtra",2026-02-25,4,,1,0,0,1,0,0.0,0.08,0.0,0,open,0.1333,0.1333,-1,adzuna_api,"PURPOSE OF THE JOB To lead development and scaling-up of production-ready AI systems. To combine traditional software engineering (frontend/backend) with python, machine learning, LLMs, and MLOps to build, deploy, and maintain end-to-end AI-powered applications. This role needs hands-on technical ex",4.0
C13037B5,Data Scientist,Mid-level,NOBL Q,IT Jobs,unknown,India,2026-02-09,20,,1,0,0,1,0,0.0,0.08,0.0,0,open,0.6667,0.6667,-1,adzuna_api,"Data Scientist Job Description Data Scientist — Machine Learning / Deep Learning (PyTorch or TensorFlow) Role summary We are seeking an experienced Data Scientist for Cyber Analytics & AI team to design, build, and deploy machine learning and deep learning solutions for client engagements. You’ll le",20.0
275E142D,Data Scientist,Mid-level,Tata NYK Shipping  Pvt. Ltd.,"Energy, Oil & Gas Jobs",unknown,"Mumbai, Maharashtra",2026-02-25,4,,1,0,0,1,0,0.0,0.08,0.0,0,open,0.1333,0.1333,-1,adzuna_api,"Hiring: Data Scientist (Contract Role) Mumbai / Kolkata (Preferred) | Open to Pan India We are looking for a Data Scientist to build and manage our core analytical and predictive capabilities across market intelligence, operational performance, commercial insights, and organizational analytics. This",4.0
A6A0836F,Data Scientist,Mid-level,HCLTech,IT Jobs,unknown,"Bangalore, Karnataka",2026-02-17,12,,1,0,0,11,0,0.0,0.92,0.0,0,open,0.4,0.4,-1,adzuna_api,"We are seeking a highly experienced Senior Data Scientist to lead the design, development, and deployment of advanced AI/ML models. You will drive innovation across predictive analytics, GenAI integration, and scalable ML pipelines, contributing to strategic decision-making and product development. ",13.545454545454543
AC0A7654,Data Scientist,Mid-level,Mount Talent Consulting Pvt Ltd.,IT Jobs,unknown,India,2026-02-18,11,,1,0,0,5,0,0.0,0.42,0.0,0,open,0.3667,0.3667,-1,adzuna_api," We’re Hiring: Deputy Manager - Data Scientist / Machine Learning  Experience: 6–9 Years  Education: B.Tech Location: Pune  Industry: Off-Highway Equipment/ Automobile/ Heavy industries ✨ What We’re Looking For Experience in Data Science, Machine Learning, Deep Learning, GenAI, or Advanced Analytics",10.2
FAD23A3A,Data Scientist,Mid-level,Recro,IT Jobs,unknown,India,2026-02-27,2,,1,0,0,9,0,0.0,0.75,0.0,0,open,0.0667,0.0667,-1,adzuna_api,Speech Data Scientist – AI-First Enterprise Platform  Bangalore | 5 Years Experience About the Role We are seeking a highly skilled Speech Data Scientist to architect and deploy next-generation speech intelligence systems powering large-scale healthcare and insurance automation. You will design prod,13.11111111111111
E67F81E2,Data Scientist,Mid-level,Rakuten Symphony,IT Jobs,unknown,"Bangalore, Karnataka",2026-02-08,21,,1,0,0,1,0,0.0,0.08,0.0,0,open,0.7,0.7,-1,adzuna_api,"Why should you choose us? Rakuten Symphony is reimagining telecom, changing supply chain norms and disrupting outmoded thinking that threatens the industry’s pursuit of rapid innovation and growth. Based on proven modern infrastructure practices, its open interface platforms make it possible to laun",21.0
0B33049A,Data Scientist,Mid-level,Straive,IT Jobs,unknown,"Bangalore, Karnataka",2026-02-26,3,,1,0,0,2,0,0.0,0.17,0.0,0,open,0.1,0.1,-1,adzuna_api,"Job Title: Data Scientist – Retail / Loyalty / CRM Analytics Experience: 3–5 Years Location: India (Pune/Bangalore/Chennai/Gurugram) Employment Type: Full-time About the Role We are looking for a Data Scientist with strong experience in Retail, Loyalty, or CRM analytics to drive customer growth and ",5.5
951981F9,Data Scientist,Mid-level,EXL,IT Jobs,unknown,India,2026-02-05,24,,1,1,0,3,0,0.0,0.25,0.0345,0,open,0.8,0.8,-1,adzuna_api,"About the Role We are seeking a highly skilled Data Scientist – Generative AI & LLMs to design, develop, and deploy cutting-edge AI solutions using Large Language Models and Generative AI techniques . The role focuses on building scalable, production-grade AI systems that deliver measurable business",11.666666666666666
6BBDA5C6,Data Scientist,Mid-level,SMC Squared India,IT Jobs,unknown,"Bangalore, Karnataka",2026-02-02,27,,1,0,0,1,0,0.0,0.08,0.0,0,open,0.9,0.9,-1,adzuna_api,Job Title: Data Scientist I Location: Bangalore – Bhartiya City Tech Park Experience: 3 to 7 Years (Min 3y relevant) Job Type: Full time/ Permanent Notice Period: Immediate to 15 days. Transportation: 2-way cab will be provided Job Summary: Our technology firm which develops next-generation financia,27.0
ED621D5D,Data Scientist,Mid-level,Schneider Electric,IT Jobs,unknown,India,2026-02-08,21,,1,0,0,1,0,0.0,0.08,0.0,0,open,0.7,0.7,-1,adzuna_api,"Lead Data Scientist Role Overview At Schneider Electric’s Digital Technology Centres (DTCs), we are building a next generation enterprise AI Delivery team and are seeking an experienced, Lead Data Scientist with deep technical expertise and a strong business acumen. You will focus on driving modern ",21.0
941065F8,Data Scientist,Mid-level,"Prudent Technologies and Consulting, Inc.",IT Jobs,unknown,"Hyderabad, Telangana",2026-02-24,5,,1,0,0,2,0,0.0,0.17,0.0,0,open,0.1667,0.1667,-1,adzuna_api,"Role and Responsibilities · Design, develop, implement, and maintain AIML products to solve specific business problems · Optimize the existing codes using advanced programming skills · Execute AIML POC projects · Collaborate with various stake holders (Data engineers, Cloud Engineers, Bas) in the pr",5.0
16D9711C,Data Scientist,Mid-level,Sagility,IT Jobs,unknown,India,2026-02-20,9,,1,0,0,1,0,0.0,0.08,0.0,0,open,0.3,0.3,-1,adzuna_api,"Job Description: Education: Graduate or a bachelor's degree in computer software engineering, computer science, or mathematics or any other equivalent degree. Experience: 6- 10 Years experience in Data science, 2  years of experience working on Speech/ASR related projects. Consulting skills Identifi",9.0
A1F68564,Data Scientist,Mid-level,Gloify,IT Jobs,unknown,India,2026-02-28,1,,1,0,0,1,0,0.0,0.08,0.0,0,open,0.0333,0.0333,-1,adzuna_api,"The Team: You will be work closely in a cross functional world class AI ML team comprised of experts in Backend/Frontend engineering, Data Modeling, ML & LLMOps. Responsibilities and Impact: Method Application: o Proficient to decode, integrate various statistical and analytical methods, techniques ",1.0
